english,synonym,source
revilement,insult,Open English WordNet 2025 synset
revilement,vilification,Open English WordNet 2025 synset
revise,retool,Open English WordNet 2025 synset
revitalisation,resurgence,Open English WordNet 2025 synset
revitalisation,revitalization,Open English WordNet 2025 synset
revitalisation,revival,Open English WordNet 2025 synset
revitalisation,revivification,Open English WordNet 2025 synset
revitalization,resurgence,Open English WordNet 2025 synset
revitalization,revitalisation,Open English WordNet 2025 synset
revitalization,revival,Open English WordNet 2025 synset
revitalization,revivification,Open English WordNet 2025 synset
revival,resurgence,Open English WordNet 2025 synset
revival,revitalisation,Open English WordNet 2025 synset
revival,revitalization,Open English WordNet 2025 synset
revival,revival meeting,Open English WordNet 2025 synset
revival,revivification,Open English WordNet 2025 synset
revival meeting,revival,Open English WordNet 2025 synset
revive,animate,Open English WordNet 2025 synset
revive,quicken,Open English WordNet 2025 synset
revive,reanimate,Open English WordNet 2025 synset
revive,recreate,Open English WordNet 2025 synset
revive,renovate,Open English WordNet 2025 synset
revive,repair,Open English WordNet 2025 synset
revive,resurrect,Open English WordNet 2025 synset
revive,revivify,Open English WordNet 2025 synset
revive,vivify,Open English WordNet 2025 synset
revivification,resurgence,Open English WordNet 2025 synset
revivification,revitalisation,Open English WordNet 2025 synset
revivification,revitalization,Open English WordNet 2025 synset
revivification,revival,Open English WordNet 2025 synset
revivify,animate,Open English WordNet 2025 synset
revivify,quicken,Open English WordNet 2025 synset
revivify,reanimate,Open English WordNet 2025 synset
revivify,recreate,Open English WordNet 2025 synset
revivify,renovate,Open English WordNet 2025 synset
revivify,repair,Open English WordNet 2025 synset
revivify,revive,Open English WordNet 2025 synset
revivify,vivify,Open English WordNet 2025 synset
revocation,annulment,Open English WordNet 2025 synset
revoke,annul,Open English WordNet 2025 synset
revoke,countermand,Open English WordNet 2025 synset
revoke,lift,Open English WordNet 2025 synset
revoke,overturn,Open English WordNet 2025 synset
revoke,repeal,Open English WordNet 2025 synset
revoke,rescind,Open English WordNet 2025 synset
revoke,reverse,Open English WordNet 2025 synset
revoke,vacate,Open English WordNet 2025 synset
revolt,disgust,Open English WordNet 2025 synset
revolt,gross out,Open English WordNet 2025 synset
revolt,insurrection,Open English WordNet 2025 synset
revolt,rebellion,Open English WordNet 2025 synset
revolt,repel,Open English WordNet 2025 synset
revolt,rising,Open English WordNet 2025 synset
revolt,uprising,Open English WordNet 2025 synset
revolting,disgustful,Open English WordNet 2025 synset
revolting,disgusting,Open English WordNet 2025 synset
revolting,distasteful,Open English WordNet 2025 synset
revolting,foul,Open English WordNet 2025 synset
revolting,loathly,Open English WordNet 2025 synset
revolting,loathsome,Open English WordNet 2025 synset
revolting,repellant,Open English WordNet 2025 synset
revolting,repellent,Open English WordNet 2025 synset
revolting,repelling,Open English WordNet 2025 synset
revolting,skanky,Open English WordNet 2025 synset
revolting,wicked,Open English WordNet 2025 synset
revolting,yucky,Open English WordNet 2025 synset
revolution,gyration,Open English WordNet 2025 synset
revolution,rotation,Open English WordNet 2025 synset
revolutionary,radical,Open English WordNet 2025 synset
revolutionary,rotatory,Open English WordNet 2025 synset
revolutionise,inspire,Open English WordNet 2025 synset
revolutionise,overturn,Open English WordNet 2025 synset
revolutionise,revolutionize,Open English WordNet 2025 synset
revolutionize,inspire,Open English WordNet 2025 synset
revolutionize,overturn,Open English WordNet 2025 synset
revolutionize,revolutionise,Open English WordNet 2025 synset
revolutions per minute,rev,Open English WordNet 2025 synset
revolutions per minute,rpm,Open English WordNet 2025 synset
revolve,go around,Open English WordNet 2025 synset
revolve,orb,Open English WordNet 2025 synset
revolve,orbit,Open English WordNet 2025 synset
revolve,roll,Open English WordNet 2025 synset
revolve,rotate,Open English WordNet 2025 synset
revolver,revolving door,Open English WordNet 2025 synset
revolver,six-gun,Open English WordNet 2025 synset
revolver,six-shooter,Open English WordNet 2025 synset
revolving door,revolver,Open English WordNet 2025 synset
revue,review,Open English WordNet 2025 synset
revulsion,horror,Open English WordNet 2025 synset
revulsion,repugnance,Open English WordNet 2025 synset
revulsion,repulsion,Open English WordNet 2025 synset
reward,advantage,Open English WordNet 2025 synset
reward,payoff,Open English WordNet 2025 synset
reward,reinforcement,Open English WordNet 2025 synset
reward,wages,Open English WordNet 2025 synset
reword,paraphrase,Open English WordNet 2025 synset
reword,rephrase,Open English WordNet 2025 synset
rex,king,Open English WordNet 2025 synset
rex,male monarch,Open English WordNet 2025 synset
rhapsodic,ecstatic,Open English WordNet 2025 synset
rhapsodic,enraptured,Open English WordNet 2025 synset
rhapsodic,rapt,Open English WordNet 2025 synset
rhapsodic,rapturous,Open English WordNet 2025 synset
rhenish,hock,Open English WordNet 2025 synset
rhenish,rhine wine,Open English WordNet 2025 synset
rheostat,variable resistor,Open English WordNet 2025 synset
rhesus,macaca mulatta,Open English WordNet 2025 synset
rhesus,rhesus monkey,Open English WordNet 2025 synset
rhesus monkey,macaca mulatta,Open English WordNet 2025 synset
rhesus monkey,rhesus,Open English WordNet 2025 synset
rhetoric,empty talk,Open English WordNet 2025 synset
rhetoric,empty words,Open English WordNet 2025 synset
rhetoric,grandiloquence,Open English WordNet 2025 synset
rhetoric,grandiosity,Open English WordNet 2025 synset
rhetoric,hot air,Open English WordNet 2025 synset
rhetoric,magniloquence,Open English WordNet 2025 synset
rhetoric,ornateness,Open English WordNet 2025 synset
rhetoric,palaver,Open English WordNet 2025 synset
rhetorician,orator,Open English WordNet 2025 synset
rhetorician,public speaker,Open English WordNet 2025 synset
rhetorician,speechifier,Open English WordNet 2025 synset
rhetorician,speechmaker,Open English WordNet 2025 synset
rheumatic,arthritic,Open English WordNet 2025 synset
rheumatic,creaky,Open English WordNet 2025 synset
rheumatic,rheumatoid,Open English WordNet 2025 synset
rheumatic,rheumy,Open English WordNet 2025 synset
rheumatism,atrophic arthritis,Open English WordNet 2025 synset
rheumatism,rheumatoid arthritis,Open English WordNet 2025 synset
rheumatoid,arthritic,Open English WordNet 2025 synset
rheumatoid,creaky,Open English WordNet 2025 synset
rheumatoid,rheumatic,Open English WordNet 2025 synset
rheumatoid,rheumy,Open English WordNet 2025 synset
rheumatoid arthritis,atrophic arthritis,Open English WordNet 2025 synset
rheumatoid arthritis,rheumatism,Open English WordNet 2025 synset
rheumy,arthritic,Open English WordNet 2025 synset
rheumy,creaky,Open English WordNet 2025 synset
rheumy,rheumatic,Open English WordNet 2025 synset
rheumy,rheumatoid,Open English WordNet 2025 synset
rhine wine,hock,Open English WordNet 2025 synset
rhine wine,rhenish,Open English WordNet 2025 synset
rhizophora mangle,mangrove,Open English WordNet 2025 synset
rhodomontade,bluster,Open English WordNet 2025 synset
rhodomontade,braggadocio,Open English WordNet 2025 synset
rhodomontade,rodomontade,Open English WordNet 2025 synset
rhomb,diamond,Open English WordNet 2025 synset
rhomb,rhombus,Open English WordNet 2025 synset
rhomboid,rhomboid muscle,Open English WordNet 2025 synset
rhomboid muscle,rhomboid,Open English WordNet 2025 synset
rhombus,diamond,Open English WordNet 2025 synset
rhombus,rhomb,Open English WordNet 2025 synset
rhubarb,pieplant,Open English WordNet 2025 synset
rhubarb,rhubarb plant,Open English WordNet 2025 synset
rhubarb plant,rhubarb,Open English WordNet 2025 synset
rhumb,loxodrome,Open English WordNet 2025 synset
rhumb,rhumb line,Open English WordNet 2025 synset
rhumb line,loxodrome,Open English WordNet 2025 synset
rhumb line,rhumb,Open English WordNet 2025 synset
rhyme,rime,Open English WordNet 2025 synset
rhyme,verse,Open English WordNet 2025 synset
rhymed,rhyming,Open English WordNet 2025 synset
rhymed,riming,Open English WordNet 2025 synset
rhymer,poetiser,Open English WordNet 2025 synset
rhymer,poetizer,Open English WordNet 2025 synset
rhymer,rhymester,Open English WordNet 2025 synset
rhymer,versifier,Open English WordNet 2025 synset
rhymester,poetiser,Open English WordNet 2025 synset
rhymester,poetizer,Open English WordNet 2025 synset
rhymester,rhymer,Open English WordNet 2025 synset
rhymester,versifier,Open English WordNet 2025 synset
rhyming,rhymed,Open English WordNet 2025 synset
rhyming,riming,Open English WordNet 2025 synset
rhythm,beat,Open English WordNet 2025 synset
rhythm,calendar method,Open English WordNet 2025 synset
rhythm,cycle,Open English WordNet 2025 synset
rhythm,musical rhythm,Open English WordNet 2025 synset
rhythm,regular recurrence,Open English WordNet 2025 synset
rhythm,rhythm method,Open English WordNet 2025 synset
rhythm,round,Open English WordNet 2025 synset
rhythm,speech rhythm,Open English WordNet 2025 synset
rhythm method,calendar method,Open English WordNet 2025 synset
rhythm method,rhythm,Open English WordNet 2025 synset
rhythm section,percussion,Open English WordNet 2025 synset
rhythm section,percussion section,Open English WordNet 2025 synset
rhytidectomy,cosmetic surgery,Open English WordNet 2025 synset
rhytidectomy,face lift,Open English WordNet 2025 synset
rhytidectomy,face lifting,Open English WordNet 2025 synset
rhytidectomy,facelift,Open English WordNet 2025 synset
rhytidectomy,lift,Open English WordNet 2025 synset
rhytidectomy,nip and tuck,Open English WordNet 2025 synset
rhytidectomy,rhytidoplasty,Open English WordNet 2025 synset
rhytidoplasty,cosmetic surgery,Open English WordNet 2025 synset
rhytidoplasty,face lift,Open English WordNet 2025 synset
rhytidoplasty,face lifting,Open English WordNet 2025 synset
rhytidoplasty,facelift,Open English WordNet 2025 synset
rhytidoplasty,lift,Open English WordNet 2025 synset
rhytidoplasty,nip and tuck,Open English WordNet 2025 synset
rhytidoplasty,rhytidectomy,Open English WordNet 2025 synset
riata,lariat,Open English WordNet 2025 synset
riata,lasso,Open English WordNet 2025 synset
riata,reata,Open English WordNet 2025 synset
ribaldry,gaminess,Open English WordNet 2025 synset
ribaldry,raciness,Open English WordNet 2025 synset
ribaldry,spiciness,Open English WordNet 2025 synset
ribbed,costate,Open English WordNet 2025 synset
ribbon,decoration,Open English WordNet 2025 synset
ribbon,laurel wreath,Open English WordNet 2025 synset
ribbon,medal,Open English WordNet 2025 synset
ribbon,medallion,Open English WordNet 2025 synset
ribbon,palm,Open English WordNet 2025 synset
ribbon,thread,Open English WordNet 2025 synset
ribgrass,buckthorn,Open English WordNet 2025 synset
ribgrass,english plantain,Open English WordNet 2025 synset
ribgrass,narrow-leaved plantain,Open English WordNet 2025 synset
ribgrass,plantago lanceolata,Open English WordNet 2025 synset
ribgrass,ribwort,Open English WordNet 2025 synset
ribgrass,ripple-grass,Open English WordNet 2025 synset
ribwort,buckthorn,Open English WordNet 2025 synset
ribwort,english plantain,Open English WordNet 2025 synset
ribwort,narrow-leaved plantain,Open English WordNet 2025 synset
ribwort,plantago lanceolata,Open English WordNet 2025 synset
ribwort,ribgrass,Open English WordNet 2025 synset
ribwort,ripple-grass,Open English WordNet 2025 synset
rice paddy,paddy,Open English WordNet 2025 synset
